序号,信号时间,方向,入场线类型,成交价,ATR,ATR%,EMA70偏离度%,突破K数,前3K方向涨幅%,量比,状态,不做原因,是否确认,是否加仓,加仓价,出场时间,出场价,持仓K数,底仓R值,加仓R值,R值,基础档位,出场原因,年份
2880,2021-07-05 08:00,做空,6K极值,35218.61,753.33,2.135,-12.09,6,0.63,1.58,未做,持仓中跳过,确认,是,33361.9,2021-07-06 12:00,34566.53,7,0.866,-0.462,0.404,,KAMA跟踪止损,2021
2881,2021-07-04 12:00,做多,基准值,34938.87,818.38,2.363,-13.7,24,0.1,1.09,未做,持仓中跳过,确认,,,2021-07-05 08:00,35107.37,5,0.206,,0.206,,KAMA跟踪止损,2021
2882,2021-07-03 12:00,做多,6K极值,33884.97,914.53,2.73,-16.81,12,-0.56,0.98,做上,,确认,是,35564.0,2021-07-05 08:00,35107.37,11,1.337,-0.324,1.012,1.0x,KAMA跟踪止损,2021
2883,2021-07-03 04:00,做多,6K极值,33763.72,937.98,2.817,-17.64,4,-0.15,0.6,未做,持仓中跳过,弱突破,,,2021-07-03 04:00,33764.69,0,0.001,,0.001,,弱突破平仓,2021
2884,2021-07-01 12:00,做空,基准值,34055.4,1010.38,2.96,-15.97,19,0.16,1.22,做上,,确认,,,2021-07-03 04:00,33818.28,10,0.235,,0.235,1.0x,KAMA跟踪止损,2021
2885,2021-06-30 20:00,做空,6K极值,34425.98,1046.49,3.004,-14.69,9,2.99,1.03,做上,,弱突破,,,2021-06-30 20:00,34194.59,0,0.221,,0.221,1.0x,弱突破平仓,2021
2886,2021-06-30 08:00,做空,基准值,35340.33,1077.46,3.001,-12.42,3,-0.98,0.82,未做,持仓中跳过,弱突破,,,2021-06-30 08:00,35108.61,0,0.215,,0.215,,弱突破平仓,2021
2887,2021-06-29 20:00,做多,6K极值,35739.02,1128.13,3.173,-13.27,59,3.13,1.33,未做,持仓中跳过,弱突破,,,2021-06-29 20:00,36245.22,0,0.449,,0.449,,弱突破平仓,2021
2888,2021-06-29 16:00,做多,6K极值,35437.42,1134.48,3.256,-15.01,49,1.21,1.1,未做,持仓中跳过,弱突破,,,2021-06-29 16:00,35558.13,0,0.106,,0.106,,弱突破平仓,2021
2889,2021-06-28 12:00,做多,6K极值,34945.4,1209.75,3.518,-16.43,17,3.65,0.67,未做,持仓中跳过,弱突破,,,2021-06-28 12:00,35009.7,0,0.053,,0.053,,弱突破平仓,2021
2890,2021-06-28 04:00,做多,6K极值,33545.28,1181.69,3.603,-20.67,15,-1.38,1.02,做上,,确认,是,35558.13,2021-06-30 16:00,34600.34,15,0.893,-0.626,0.267,1.0x,KAMA跟踪止损,2021
2891,2021-06-27 12:00,做多,6K极值,33184.2,1259.77,3.803,-19.87,9,5.06,0.78,做上,,弱突破,,,2021-06-27 12:00,33255.22,0,0.056,,0.056,1.0x,弱突破平仓,2021
2892,2021-06-27 08:00,做多,6K极值,32277.92,1262.18,3.912,-22.31,8,1.59,1.0,未做,持仓中跳过,确认,,,2021-06-28 00:00,32598.49,4,0.254,,0.254,,KAMA跟踪止损,2021
2893,2021-06-27 04:00,做多,6K极值,31963.63,1256.7,3.982,-24.01,3,2.81,0.65,未做,持仓中跳过,弱突破,,,2021-06-27 04:00,32267.07,0,0.241,,0.241,,弱突破平仓,2021
2894,2021-06-26 12:00,做空,6K极值,31272.32,1186.78,3.713,-23.04,21,1.96,1.18,未做,持仓中跳过,弱突破,,,2021-06-26 12:00,30698.04,0,0.484,,0.484,,弱突破平仓,2021
2895,2021-06-26 00:00,做空,6K极值,32374.93,1196.79,3.671,-22.01,15,6.96,1.39,未做,持仓中跳过,弱突破,,,2021-06-26 00:00,32210.09,0,0.138,,0.138,,弱突破平仓,2021
2896,2021-06-25 20:00,做空,6K极值,33248.84,1197.19,3.596,-20.37,7,3.92,1.54,未做,持仓中跳过,确认,是,30698.04,2021-06-27 08:00,32515.31,9,0.613,-0.712,-0.1,,KAMA跟踪止损,2021
2897,2021-06-25 16:00,做空,6K极值,33965.97,1196.08,3.49,-18.01,5,1.62,0.9,做上,,确认,是,31572.11,2021-06-27 08:00,32515.31,10,1.213,-0.263,0.95,1.0x,KAMA跟踪止损,2021
2898,2021-06-25 00:00,做多,6K极值,34543.69,1222.5,3.608,-19.53,21,3.93,0.79,做上,,弱突破,,,2021-06-25 00:00,34837.04,0,0.24,,0.24,1.0x,弱突破平仓,2021
2899,2021-06-24 20:00,做多,6K极值,33876.48,1244.42,3.679,-19.66,4,0.53,0.84,做上,,弱突破,,,2021-06-24 20:00,33879.54,0,0.002,,0.002,1.0x,弱突破平仓,2021
2900,2021-06-24 08:00,做空,6K极值,32744.74,1260.67,3.747,-20.49,5,0.71,0.64,做上,,弱突破,,,2021-06-24 08:00,32598.14,0,0.116,,0.116,1.0x,弱突破平仓,2021
2901,2021-06-24 00:00,做空,6K极值,33401.66,1285.93,3.84,-20.87,3,1.38,0.66,未做,持仓中跳过,弱突破,,,2021-06-24 00:00,32870.88,0,0.413,,0.413,,弱突破平仓,2021
2902,2021-06-23 08:00,做多,6K极值,33258.85,1263.71,3.889,-23.67,10,4.05,1.03,做上,,确认,,,2021-06-24 00:00,33424.62,4,0.131,,0.131,1.0x,KAMA跟踪止损,2021
2903,2021-06-22 04:00,做空,基准值,31729.16,1116.62,3.431,-24.06,78,1.33,1.21,未做,持仓中跳过,弱突破,,,2021-06-22 04:00,31621.33,0,0.097,,0.097,,弱突破平仓,2021
2904,2021-06-21 12:00,做空,基准值,34273.58,1013.74,2.925,-19.15,71,-0.75,2.75,做上,,确认,是,32509.9,2021-06-22 20:00,30160.75,8,4.057,0.846,4.903,1.0x,止盈,2021
2905,2021-06-20 16:00,做空,6K极值,35124.75,937.98,2.634,-17.53,65,0.89,1.99,未做,持仓中跳过,确认,,,2021-06-21 04:00,36062.73,3,-1.0,,-1.0,,前3K止损,2021
2906,2021-06-19 08:00,做空,6K极值,35121.11,1013.12,2.83,-17.95,34,5.3,1.12,未做,持仓中跳过,弱突破,,,2021-06-19 08:00,35077.46,0,0.043,,0.043,,弱突破平仓,2021
2907,2021-06-19 00:00,做空,6K极值,36336.48,1001.22,2.754,-16.68,31,4.08,1.59,未做,持仓中跳过,确认,,,2021-06-19 20:00,36336.48,5,0.0,,0.0,,KAMA跟踪止损,2021
2908,2021-06-18 20:00,做空,6K极值,37066.52,970.17,2.566,-13.36,28,0.66,1.79,未做,持仓中跳过,确认,是,35310.07,2021-06-21 04:00,36056.26,14,1.041,-0.274,0.768,,KAMA跟踪止损,2021
2909,2021-06-18 00:00,做空,6K极值,38453.91,966.37,2.478,-11.08,22,-0.39,1.52,做上,,确认,是,36355.67,2021-06-20 16:00,33839.44,16,4.775,1.199,5.974,1.0x,止盈,2021
2910,2021-06-16 20:00,做空,6K极值,38913.4,1036.81,2.653,-11.24,14,2.64,1.23,做上,,弱突破,,,2021-06-16 20:00,38779.03,0,0.13,,0.13,1.0x,弱突破平仓,2021
2911,2021-06-16 16:00,做空,基准值,39556.15,1020.76,2.544,-8.87,10,-0.41,1.09,做上,,弱突破,,,2021-06-16 16:00,39079.0,0,0.467,,0.467,1.0x,弱突破平仓,2021
2912,2021-06-14 20:00,做多,基准值,39799.3,1080.78,2.76,-11.64,114,0.38,1.98,未做,持仓中跳过,确认,,,2021-06-15 16:00,39799.3,5,0.0,,0.0,,KAMA跟踪止损,2021
2913,2021-06-14 04:00,做多,6K极值,37680.28,1081.64,2.876,-15.33,58,6.64,1.47,未做,持仓中跳过,确认,是,39529.93,2021-06-16 04:00,39609.02,12,1.783,0.027,1.81,,KAMA跟踪止损,2021
2914,2021-06-14 00:00,做多,6K极值,36145.76,1047.39,2.909,-18.94,13,3.26,1.4,做上,,确认,是,39002.87,2021-06-16 04:00,39609.02,13,3.307,0.155,3.462,1.0x,KAMA跟踪止损,2021
2915,2021-06-13 08:00,做空,6K极值,35311.19,1108.76,3.12,-20.29,3,0.11,0.72,做上,,弱突破,,,2021-06-13 08:00,34870.26,0,0.398,,0.398,1.0x,弱突破平仓,2021
2916,2021-06-12 12:00,做空,6K极值,35300.22,1191.51,3.349,-20.18,15,3.37,0.85,未做,持仓中跳过,弱突破,,,2021-06-12 12:00,35276.8,0,0.02,,0.02,,弱突破平仓,2021
2917,2021-06-12 08:00,做空,6K极值,36520.04,1142.12,3.061,-16.79,14,0.13,1.08,做上,,确认,,,2021-06-13 04:00,36107.74,5,0.361,,0.361,1.0x,KAMA跟踪止损,2021
2918,2021-06-10 16:00,做多,6K极值,37641.21,1185.04,3.208,-18.01,29,1.99,1.47,未做,持仓中跳过,弱突破,,,2021-06-10 16:00,37808.23,0,0.141,,0.141,,弱突破平仓,2021
2919,2021-06-10 04:00,做多,6K极值,36911.8,1220.53,3.369,-20.04,26,6.12,0.76,未做,持仓中跳过,弱突破,,,2021-06-10 04:00,37354.52,0,0.363,,0.363,,弱突破平仓,2021
2920,2021-06-09 20:00,做多,6K极值,34992.68,1172.14,3.356,-22.9,11,4.65,2.35,做上,,确认,是,37354.52,2021-06-11 04:00,36202.82,8,1.032,-0.326,0.707,1.0x,KAMA跟踪止损,2021
2921,2021-06-09 16:00,做多,6K极值,34479.0,1171.44,3.432,-24.65,8,3.94,1.45,做上,,弱突破,,,2021-06-09 16:00,34929.99,0,0.385,,0.385,1.0x,弱突破平仓,2021
2922,2021-06-09 12:00,做多,6K极值,33816.46,1131.01,3.443,-27.49,7,3.64,1.42,做上,,弱突破,,,2021-06-09 12:00,34136.06,0,0.283,,0.283,1.0x,弱突破平仓,2021
2923,2021-06-09 04:00,做多,基准值,33321.72,1129.5,3.439,-27.87,4,-0.3,1.03,做上,,弱突破,,,2021-06-09 04:00,33377.15,0,0.049,,0.049,1.0x,弱突破平仓,2021
2924,2021-06-08 20:00,做空,6K极值,32152.71,1061.62,3.209,-27.34,94,1.44,2.24,未做,持仓中跳过,弱突破,,,2021-06-08 20:00,31697.1,0,0.429,,0.429,,弱突破平仓,2021
2925,2021-06-08 08:00,做空,6K极值,33323.7,1050.27,3.129,-26.85,91,7.73,2.01,未做,持仓中跳过,确认,是,31697.1,2021-06-09 04:00,33323.7,5,0.0,-0.608,-0.608,,KAMA跟踪止损,2021
2926,2021-06-08 04:00,做空,6K极值,35353.76,978.1,2.744,-22.33,52,1.41,1.99,做上,,确认,是,32791.67,2021-06-08 20:00,31111.31,4,4.337,0.475,4.812,1.0x,止盈,2021
2927,2021-06-08 00:00,做空,基准值,35877.16,991.15,2.75,-21.46,3,0.99,1.13,做上,,弱突破,,,2021-06-08 00:00,35641.0,0,0.238,,0.238,1.0x,弱突破平仓,2021
2928,2021-06-05 16:00,做空,基准值,36474.37,1094.65,2.913,-19.26,4,-2.1,1.75,做上,,确认,,,2021-06-07 08:00,36474.37,10,0.0,,0.0,1.0x,KAMA跟踪止损,2021
2929,2021-06-05 08:00,做多,6K极值,37233.49,1122.91,3.048,-21.39,4,0.64,0.91,未做,持仓中跳过,弱突破,,,2021-06-05 08:00,37409.32,0,0.157,,0.157,,弱突破平仓,2021
2930,2021-06-04 12:00,做空,6K极值,37378.17,1154.77,3.043,-19.04,11,1.58,1.71,做上,,确认,,,2021-06-05 08:00,37378.17,5,0.0,,0.0,1.0x,KAMA跟踪止损,2021
2931,2021-06-04 08:00,做空,基准值,38363.38,1115.19,2.842,-16.79,4,-1.17,1.57,做上,,弱突破,,,2021-06-04 08:00,37944.78,0,0.375,,0.375,1.0x,弱突破平仓,2021
2932,2021-06-03 12:00,做多,基准值,38190.67,1185.6,3.151,-20.22,36,-1.08,1.23,做上,,弱突破,,,2021-06-03 12:00,38634.07,0,0.374,,0.374,1.0x,弱突破平仓,2021
2933,2021-06-02 20:00,做多,6K极值,37523.91,1296.29,3.484,-21.48,31,1.41,1.13,做上,,弱突破,,,2021-06-02 20:00,38033.7,0,0.393,,0.393,1.0x,弱突破平仓,2021
2934,2021-06-02 12:00,做多,6K极值,36890.68,1351.8,3.704,-22.99,3,0.74,0.8,做上,,弱突破,,,2021-06-02 12:00,37219.31,0,0.243,,0.243,1.0x,弱突破平仓,2021
2935,2021-05-31 16:00,做多,基准值,36323.21,1565.43,4.368,-25.32,12,-0.72,1.18,做上,,弱突破,,,2021-05-31 16:00,36802.57,0,0.306,,0.306,1.0x,弱突破平仓,2021
2936,2021-05-31 08:00,做空,基准值,35155.75,1545.15,4.334,-26.19,5,1.97,0.99,做上,,弱突破,,,2021-05-31 08:00,34507.97,0,0.419,,0.419,1.0x,弱突破平仓,2021
2937,2021-05-30 16:00,做多,6K极值,36210.54,1674.33,4.652,-25.48,5,5.7,0.72,未做,持仓中跳过,弱突破,,,2021-05-30 16:00,36369.08,0,0.095,,0.095,,弱突破平仓,2021
2938,2021-05-30 12:00,做多,6K极值,35060.25,1680.33,4.833,-28.02,4,0.98,0.9,做上,,确认,,,2021-05-31 04:00,36313.25,4,0.746,,0.746,1.0x,KAMA跟踪止损,2021
2939,2021-05-29 20:00,做空,6K极值,34615.04,1735.89,4.904,-27.26,31,0.75,1.63,做上,,弱突破,,,2021-05-29 20:00,34431.0,0,0.106,,0.106,1.0x,弱突破平仓,2021
2940,2021-05-28 16:00,做空,6K极值,36465.11,1781.83,4.819,-24.65,24,4.63,1.77,做上,,确认,,,2021-05-29 08:00,36465.11,4,0.0,,0.0,1.0x,KAMA跟踪止损,2021
2941,2021-05-28 12:00,做空,6K极值,37718.61,1782.56,4.663,-22.1,15,3.65,1.42,做上,,弱突破,,,2021-05-28 12:00,36976.24,0,0.416,,0.416,1.0x,弱突破平仓,2021
2942,2021-05-27 16:00,做多,基准值,39422.0,1935.51,5.058,-22.64,4,-0.55,1.03,做上,,弱突破,,,2021-05-27 16:00,39722.39,0,0.155,,0.155,1.0x,弱突破平仓,2021
2943,2021-05-27 08:00,做空,6K极值,37935.6,1970.16,5.022,-21.2,6,1.56,0.87,做上,,弱突破,,,2021-05-27 08:00,37618.21,0,0.161,,0.161,1.0x,弱突破平仓,2021
2944,2021-05-27 00:00,做空,6K极值,38510.0,2047.07,5.278,-22.09,3,1.83,0.93,做上,,弱突破,,,2021-05-27 00:00,38478.17,0,0.016,,0.016,1.0x,弱突破平仓,2021
2945,2021-05-26 12:00,做多,6K极值,39658.5,2116.2,5.356,-20.64,27,3.24,0.75,做上,,弱突破,,,2021-05-26 12:00,40457.18,0,0.377,,0.377,1.0x,弱突破平仓,2021
2946,2021-05-26 08:00,做多,6K极值,38686.96,2130.23,5.556,-23.45,5,4.93,0.59,做上,,弱突破,,,2021-05-26 08:00,39507.59,0,0.385,,0.385,1.0x,弱突破平仓,2021
2947,2021-05-25 16:00,做空,6K极值,37639.02,2214.51,5.681,-22.17,5,1.5,1.09,做上,,弱突破,,,2021-05-25 16:00,36542.33,0,0.495,,0.495,1.0x,弱突破平仓,2021
2948,2021-05-25 00:00,做多,6K极值,38604.28,2251.61,6.0,-25.58,18,6.57,0.94,做上,,弱突破,,,2021-05-25 00:00,39575.68,0,0.431,,0.431,1.0x,弱突破平仓,2021
2949,2021-05-24 16:00,做多,6K极值,36861.52,2317.96,6.331,-27.4,7,10.79,0.91,做上,,弱突破,,,2021-05-24 16:00,37566.99,0,0.304,,0.304,1.0x,弱突破平仓,2021
2950,2021-05-24 12:00,做多,6K极值,35875.02,2310.11,6.56,-30.17,5,5.7,0.75,做上,,弱突破,,,2021-05-24 12:00,36611.22,0,0.319,,0.319,1.0x,弱突破平仓,2021
2951,2021-05-23 20:00,做空,6K极值,33807.57,2330.57,6.591,-30.35,23,5.53,2.08,做上,,弱突破,,,2021-05-23 20:00,33313.49,0,0.212,,0.212,1.0x,弱突破平仓,2021
2952,2021-05-23 16:00,做空,6K极值,35526.82,2342.78,6.527,-29.3,6,3.73,1.83,做上,,弱突破,,,2021-05-23 16:00,35360.3,0,0.071,,0.071,1.0x,弱突破平仓,2021
2953,2021-05-23 12:00,做空,6K极值,36681.49,2367.52,6.33,-26.33,5,1.94,0.73,做上,,弱突破,,,2021-05-23 12:00,35892.3,0,0.333,,0.333,1.0x,弱突破平仓,2021
2954,2021-05-22 16:00,做多,6K极值,38060.0,2587.12,7.133,-29.21,4,0.75,0.69,做上,,弱突破,,,2021-05-22 16:00,38138.96,0,0.031,,0.031,1.0x,弱突破平仓,2021
2955,2021-05-22 00:00,做空,6K极值,36469.57,2629.03,7.145,-28.74,9,9.49,1.32,未做,持仓中跳过,弱突破,,,2021-05-22 00:00,35999.89,0,0.179,,0.179,,弱突破平仓,2021
2956,2021-05-21 20:00,做空,6K极值,39215.78,2491.12,6.058,-20.37,8,-1.5,1.85,做上,,确认,,,2021-05-22 04:00,34509.89,2,1.889,,1.889,1.0x,止盈,2021
2957,2021-05-20 20:00,做多,6K极值,40732.25,2611.82,6.455,-22.26,8,10.39,0.91,做上,,弱突破,,,2021-05-20 20:00,41411.05,0,0.26,,0.26,1.0x,弱突破平仓,2021
2958,2021-05-19 08:00,做空,6K极值,42274.93,1877.58,4.38,-18.88,596,5.46,1.77,未做,持仓中跳过,确认,是,38709.9,2021-05-19 16:00,37201.94,2,2.702,0.277,2.979,,止盈,2021
2959,2021-05-18 20:00,做空,基准值,43212.67,1896.95,4.184,-14.19,3,-4.1,1.7,未做,持仓中跳过,弱突破,,,2021-05-18 20:00,43008.83,0,0.107,,0.107,,弱突破平仓,2021
2960,2021-05-17 08:00,做空,6K极值,43899.42,1778.0,3.829,-13.06,583,5.32,1.72,未做,持仓中跳过,确认,,,2021-05-17 16:00,45677.42,2,-1.0,,-1.0,,前3K止损,2021
2961,2021-05-17 00:00,做空,6K极值,47731.51,1632.77,3.416,-10.5,459,1.29,2.68,做上,,确认,是,42934.96,2021-05-19 08:00,42003.73,14,3.508,0.145,3.653,1.0x,止盈,2021
2962,2021-05-16 12:00,做多,基准值,49014.22,1677.59,3.464,-9.33,3,-1.19,0.68,做上,,弱突破,,,2021-05-16 12:00,49386.62,0,0.222,,0.222,1.0x,弱突破平仓,2021
2963,2021-05-16 04:00,做空,6K极值,46937.25,1637.37,3.402,-10.23,16,0.76,0.89,做上,,弱突破,,,2021-05-16 04:00,46785.91,0,0.092,,0.092,1.0x,弱突破平仓,2021
2964,2021-05-15 12:00,做空,6K极值,49075.06,1671.68,3.365,-7.35,7,3.07,0.88,做上,,弱突破,,,2021-05-15 12:00,48495.18,0,0.347,,0.347,1.0x,弱突破平仓,2021
2965,2021-05-15 04:00,做空,基准值,49942.65,1710.13,3.407,-6.73,3,-0.28,0.77,做上,,弱突破,,,2021-05-15 04:00,49863.16,0,0.046,,0.046,1.0x,弱突破平仓,2021
2966,2021-05-14 20:00,做多,6K极值,50989.15,1752.96,3.467,-6.03,7,1.72,0.75,做上,,弱突破,,,2021-05-14 20:00,51243.55,0,0.145,,0.145,1.0x,弱突破平仓,2021
2967,2021-05-14 16:00,做多,6K极值,50405.72,1790.14,3.577,-6.99,4,3.0,0.71,做上,,弱突破,,,2021-05-14 16:00,50561.75,0,0.087,,0.087,1.0x,弱突破平仓,2021
2968,2021-05-13 04:00,做空,6K极值,53581.13,1412.42,2.592,0.84,100,4.65,2.94,未做,持仓中跳过,确认,是,50486.36,2021-05-13 08:00,47151.39,1,4.552,0.74,5.292,,止盈,2021
2969,2021-05-13 00:00,做空,6K极值,55318.95,1374.89,2.477,2.72,10,3.95,2.01,做上,,确认,是,49668.0,2021-05-13 08:00,48680.68,2,4.828,0.141,4.969,1.0x,止盈,2021
2970,2021-05-12 20:00,做空,6K极值,56052.3,1364.27,2.417,4.46,5,0.46,1.61,未做,持仓中跳过,弱突破,,,2021-05-12 20:00,55517.22,0,0.392,,0.392,,弱突破平仓,2021
2971,2021-05-12 08:00,做多,6K极值,56887.81,1391.85,2.454,4.69,7,2.59,0.76,做上,,确认,,,2021-05-12 20:00,55495.97,3,-1.0,,-1.0,1.0x,前3K止损,2021
2972,2021-05-12 00:00,做多,6K极值,56232.37,1450.73,2.587,3.53,5,1.61,0.78,未做,持仓中跳过,弱突破,,,2021-05-12 00:00,56655.01,0,0.291,,0.291,,弱突破平仓,2021
2973,2021-05-11 00:00,做空,6K极值,56756.65,1321.09,2.264,7.87,19,1.81,1.96,做上,,确认,,,2021-05-12 00:00,56756.65,6,0.0,,0.0,1.0x,KAMA跟踪止损,2021
2974,2021-05-10 08:00,做多,6K极值,58472.54,1310.54,2.249,7.81,6,0.48,0.82,做上,,确认,,,2021-05-10 20:00,57162.0,3,-1.0,,-1.0,1.0x,前3K止损,2021
2975,2021-05-09 20:00,做空,6K极值,57602.98,1319.6,2.275,7.3,8,1.58,1.6,做上,,弱突破,,,2021-05-09 20:00,57459.49,0,0.109,,0.109,1.0x,弱突破平仓,2021
2976,2021-05-07 20:00,做多,基准值,57158.75,1364.54,2.415,5.07,4,0.12,1.1,做上,,弱突破,,,2021-05-07 20:00,57544.42,0,0.283,,0.283,1.0x,弱突破平仓,2021
2977,2021-05-07 00:00,做空,基准值,56431.01,1352.56,2.366,6.51,6,-0.49,1.38,未做,持仓中跳过,弱突破,,,2021-05-07 00:00,56186.0,0,0.181,,0.181,,弱突破平仓,2021
2978,2021-05-06 16:00,做多,基准值,57645.48,1343.03,2.362,5.94,15,-0.64,0.93,未做,持仓中跳过,弱突破,,,2021-05-06 16:00,58053.19,0,0.304,,0.304,,弱突破平仓,2021
2979,2021-05-05 20:00,做多,6K极值,55894.24,1362.61,2.469,2.97,9,3.63,1.84,做上,,确认,是,58053.19,2021-05-07 00:00,56280.52,7,0.283,-0.827,-0.544,1.0x,KAMA跟踪止损,2021
2980,2021-05-05 04:00,做空,6K极值,53277.45,1293.4,2.37,2.04,28,2.46,0.9,未做,持仓中跳过,弱突破,,,2021-05-05 04:00,53258.62,0,0.015,,0.015,,弱突破平仓,2021
2981,2021-05-04 20:00,做空,基准值,54689.52,1205.45,2.145,5.07,25,1.75,2.65,未做,持仓中跳过,确认,,,2021-05-05 08:00,54869.43,3,-0.149,,-0.149,,3K收盘认赔,2021
2982,2021-05-04 08:00,做空,6K极值,56501.23,1151.17,2.013,6.92,20,2.6,2.29,做上,,确认,是,53860.7,2021-05-05 16:00,55724.29,8,0.675,-0.491,0.183,1.0x,KAMA跟踪止损,2021
2983,2021-05-04 04:00,做空,6K极值,57263.98,1151.3,1.997,7.78,4,2.03,1.19,做上,,弱突破,,,2021-05-04 04:00,57191.83,0,0.063,,0.063,1.5x,弱突破平仓,2021
2984,2021-05-03 12:00,做多,6K极值,58325.91,1170.58,2.018,8.45,90,2.4,0.88,未做,持仓中跳过,弱突破,,,2021-05-03 12:00,58843.51,0,0.442,,0.442,,弱突破平仓,2021
2985,2021-05-03 08:00,做多,基准值,57333.02,1139.77,2.013,6.08,7,-0.9,1.24,做上,,确认,,,2021-05-04 00:00,57333.02,4,0.0,,0.0,1.0x,KAMA跟踪止损,2021
2986,2021-05-02 08:00,做空,基准值,57055.96,1202.91,2.08,8.53,6,0.02,0.85,未做,持仓中跳过,弱突破,,,2021-05-02 08:00,56529.18,0,0.438,,0.438,,弱突破平仓,2021
2987,2021-05-01 08:00,做多,6K极值,57918.47,1334.91,2.314,8.54,77,6.29,0.97,未做,持仓中跳过,弱突破,,,2021-05-01 08:00,58206.09,0,0.215,,0.215,,弱突破平仓,2021
2988,2021-05-01 04:00,做多,6K极值,57350.43,1327.48,2.327,7.33,76,4.97,0.95,未做,持仓中跳过,弱突破,,,2021-05-01 04:00,57693.54,0,0.258,,0.258,,弱突破平仓,2021
2989,2021-04-30 20:00,做多,6K极值,54828.01,1257.78,2.317,2.11,65,1.35,2.44,做上,,确认,是,57053.42,2021-05-02 08:00,57105.48,9,1.811,0.015,1.826,1.0x,KAMA跟踪止损,2021
2990,2021-04-30 12:00,做多,基准值,53858.11,1307.85,2.436,0.99,3,-0.13,0.87,做上,,弱突破,,,2021-04-30 12:00,54354.0,0,0.379,,0.379,1.0x,弱突破平仓,2021
2991,2021-04-30 00:00,做空,6K极值,53358.85,1341.82,2.496,1.37,16,0.95,1.27,做上,,弱突破,,,2021-04-30 00:00,52889.17,0,0.35,,0.35,1.0x,弱突破平仓,2021
2992,2021-04-29 00:00,做多,6K极值,55316.59,1358.85,2.5,2.54,3,-0.79,0.63,做上,,弱突破,,,2021-04-29 00:00,55417.91,0,0.075,,0.075,1.0x,弱突破平仓,2021
2993,2021-04-28 12:00,做空,基准值,54294.0,1394.48,2.545,3.36,5,0.37,0.93,未做,持仓中跳过,弱突破,,,2021-04-28 12:00,54282.36,0,0.008,,0.008,,弱突破平仓,2021
2994,2021-04-27 16:00,做多,6K极值,54859.91,1555.07,2.851,2.99,27,0.97,0.82,未做,持仓中跳过,弱突破,,,2021-04-27 16:00,55115.2,0,0.164,,0.164,,弱突破平仓,2021
2995,2021-04-27 12:00,做多,基准值,54339.47,1551.92,2.902,0.98,26,-0.17,0.77,未做,持仓中跳过,弱突破,,,2021-04-27 12:00,54540.99,0,0.13,,0.13,,弱突破平仓,2021
2996,2021-04-27 00:00,做多,6K极值,53906.96,1596.99,2.981,1.27,23,2.22,0.96,未做,持仓中跳过,弱突破,,,2021-04-27 00:00,54017.49,0,0.069,,0.069,,弱突破平仓,2021
2997,2021-04-26 16:00,做多,6K极值,53040.47,1661.52,3.146,-0.15,21,7.0,0.91,未做,持仓中跳过,弱突破,,,2021-04-26 16:00,53595.2,0,0.334,,0.334,,弱突破平仓,2021
2998,2021-04-26 12:00,做多,6K极值,52536.69,1697.1,3.238,-0.93,19,4.25,0.79,未做,持仓中跳过,弱突破,,,2021-04-26 12:00,52815.88,0,0.165,,0.165,,弱突破平仓,2021
2999,2021-04-26 08:00,做多,基准值,50540.86,1588.45,3.238,-7.21,18,-1.04,1.49,做上,,确认,是,53595.2,2021-04-28 12:00,54342.7,13,2.393,0.161,2.554,1.0x,KAMA跟踪止损,2021
3000,2021-04-26 04:00,做空,基准值,49213.73,1534.41,3.109,-6.63,7,0.65,1.65,做上,,弱突破,,,2021-04-26 04:00,49055.84,0,0.103,,0.103,1.0x,弱突破平仓,2021
3001,2021-04-25 00:00,做多,基准值,50644.62,1757.9,3.5,-5.18,3,0.15,0.59,做上,,弱突破,,,2021-04-25 00:00,50704.47,0,0.034,,0.034,1.0x,弱突破平仓,2021
3002,2021-04-24 16:00,做空,6K极值,49373.86,1789.6,3.59,-5.89,4,2.01,0.93,做上,,弱突破,,,2021-04-24 16:00,49124.81,0,0.139,,0.139,1.0x,弱突破平仓,2021
3003,2021-04-24 04:00,做多,6K极值,50922.69,1875.58,3.686,-4.11,4,5.88,0.59,做上,,弱突破,,,2021-04-24 04:00,51130.37,0,0.111,,0.111,1.0x,弱突破平仓,2021
3004,2021-04-24 00:00,做多,基准值,50586.55,1899.8,3.812,-6.06,3,-0.97,0.81,做上,,弱突破,,,2021-04-24 00:00,50880.86,0,0.155,,0.155,1.0x,弱突破平仓,2021
3005,2021-04-23 12:00,做空,6K极值,48644.6,1814.88,3.606,-5.14,284,7.94,2.12,做上,,弱突破,,,2021-04-23 12:00,48055.64,0,0.325,,0.325,1.0x,弱突破平仓,2021
3006,2021-04-23 08:00,做空,6K极值,50583.76,1726.18,3.337,-2.62,272,5.7,2.59,做上,,弱突破,,,2021-04-23 08:00,50329.71,0,0.147,,0.147,1.0x,弱突破平仓,2021
3007,2021-04-23 04:00,做空,6K极值,52263.5,1692.51,3.196,-0.31,28,2.21,2.17,做上,,弱突破,,,2021-04-23 04:00,51723.66,0,0.319,,0.319,1.0x,弱突破平仓,2021
3008,2021-04-23 00:00,做空,6K极值,53151.09,1628.22,2.978,2.92,3,-2.18,1.85,未做,持仓中跳过,弱突破,,,2021-04-23 00:00,52949.78,0,0.124,,0.124,,弱突破平仓,2021
